	TCGA-44-3398-11B-01R-1758-07	TCGA-55-6968-11A-01R-1949-07	TCGA-55-6984-11A-01R-1949-07	TCGA-91-6835-11A-01R-1858-07	TCGA-55-6972-11A-01R-1949-07	TCGA-91-6828-11A-01R-1858-07	TCGA-50-5933-11A-01R-1755-07	TCGA-49-6742-11A-01R-1858-07	TCGA-49-6761-11A-01R-1949-07	TCGA-44-2657-11A-01R-1758-07	TCGA-44-6146-11A-01R-1858-07	TCGA-44-3396-11A-01R-1758-07	TCGA-49-6744-11A-01R-1858-07	TCGA-55-6983-11A-01R-1949-07	TCGA-38-4625-11A-01R-1758-07	TCGA-44-6147-11A-01R-1858-07	TCGA-44-2665-11A-01R-1758-07	TCGA-55-6980-11A-01R-1949-07	TCGA-55-6982-11A-01R-1949-07	TCGA-73-4676-11A-01R-1755-07	TCGA-44-6778-11A-01R-1858-07	TCGA-91-6847-11A-01R-1949-07	TCGA-38-4627-11A-01R-1758-07	TCGA-55-6971-11A-01R-1949-07	TCGA-55-6975-11A-01R-1949-07	TCGA-50-5932-11A-01R-1755-07	TCGA-38-4626-11A-01R-1758-07	TCGA-44-2668-11A-01R-1758-07	TCGA-44-5645-11A-01R-1628-07	TCGA-91-6831-11A-02R-1858-07	TCGA-55-6979-11A-01R-1949-07	TCGA-91-6849-11A-01R-1949-07	TCGA-50-5936-11A-01R-1628-07	TCGA-49-6745-11A-01R-1858-07	TCGA-49-4512-11A-01R-1858-07	TCGA-44-6148-11A-01R-1858-07	TCGA-50-5930-11A-01R-1755-07	TCGA-91-6836-11A-01R-1858-07	TCGA-50-5931-11A-01R-1858-07	TCGA-44-6776-11A-01R-1858-07	TCGA-50-6595-11A-01R-1858-07	TCGA-44-2655-11A-01R-1758-07	TCGA-91-6829-11A-01R-1858-07	TCGA-55-6978-11A-01R-1949-07	TCGA-55-6986-11A-01R-1949-07	TCGA-55-6985-11A-01R-1949-07	TCGA-49-4490-11A-01R-1858-07	TCGA-49-6743-11A-01R-1858-07	TCGA-44-6145-11A-01R-1858-07	TCGA-50-5939-11A-01R-1628-07	TCGA-50-5935-11A-01R-1858-07	TCGA-55-6981-11A-01R-1949-07	TCGA-44-2661-11A-01R-1758-07	TCGA-44-2662-11A-01R-1758-07	TCGA-44-6777-11A-01R-1858-07	TCGA-55-6970-11A-01R-1949-07	TCGA-38-4632-11A-01R-1755-07	TCGA-44-3398-01A-01R-1107-07	TCGA-55-6968-01A-11R-1949-07	TCGA-55-6984-01A-11R-1949-07	TCGA-91-6835-01A-11R-1858-07	TCGA-55-6972-01A-11R-1949-07	TCGA-91-6828-01A-11R-1858-07	TCGA-50-5933-01A-11R-1755-07	TCGA-49-6742-01A-11R-1858-07	TCGA-49-6761-01A-31R-1949-07	TCGA-44-2657-01A-01R-1107-07	TCGA-44-6146-01A-11R-A278-07	TCGA-44-3396-01A-01R-1206-07	TCGA-49-6744-01A-11R-1858-07	TCGA-55-6983-01A-11R-1949-07	TCGA-38-4625-01A-01R-1206-07	TCGA-44-6147-01A-11R-1755-07	TCGA-44-2665-01A-01R-0946-07	TCGA-55-6980-01A-11R-1949-07	TCGA-55-6982-01A-11R-1949-07	TCGA-73-4676-01A-01R-1755-07	TCGA-44-6778-01A-11R-1858-07	TCGA-91-6847-01A-11R-1949-07	TCGA-38-4627-01A-01R-1206-07	TCGA-55-6971-01A-11R-1949-07	TCGA-55-6975-01A-11R-1949-07	TCGA-50-5932-01A-11R-1755-07	TCGA-38-4626-01A-01R-1206-07	TCGA-44-2668-01A-01R-A278-07	TCGA-44-5645-01A-01R-1628-07	TCGA-91-6831-01A-11R-1858-07	TCGA-55-6979-01A-11R-1949-07	TCGA-91-6849-01A-11R-1949-07	TCGA-50-5936-01A-11R-1628-07	TCGA-49-6745-01A-11R-1858-07	TCGA-49-4512-01A-21R-1858-07	TCGA-44-6148-01A-11R-1755-07	TCGA-50-5930-01A-11R-1755-07	TCGA-91-6836-01A-21R-1858-07	TCGA-50-5931-01A-11R-1755-07	TCGA-44-6776-01A-11R-1858-07	TCGA-50-6595-01A-12R-1858-07	TCGA-44-2655-01A-01R-0946-07	TCGA-91-6829-01A-21R-1858-07	TCGA-55-6978-01A-11R-1949-07	TCGA-55-6986-01A-11R-1949-07	TCGA-55-6985-01A-11R-1949-07	TCGA-49-4490-01A-21R-1858-07	TCGA-49-6743-01A-11R-1858-07	TCGA-44-6145-01A-11R-1755-07	TCGA-50-5939-01A-11R-1628-07	TCGA-50-5935-01A-11R-1755-07	TCGA-55-6981-01A-11R-1949-07	TCGA-44-2661-01A-01R-1107-07	TCGA-44-2662-01B-02R-A277-07	TCGA-44-6777-01A-11R-1858-07	TCGA-55-6970-01A-11R-1949-07	TCGA-38-4632-01A-01R-1755-07
TSPAN6|ENSG00000000003	2.95624507548545	2.32541002563894	3.00234926376529	4.10203345008198	2.48311848063407	3.31788103557963	2.73799076827697	3.31611802232933	2.76856177858704	2.47296421892509	2.320518867573	3.05125637803552	3.27341094071628	3.03042924722697	2.87436587708192	2.33816746160234	2.70530808261186	2.74882258306279	3.03080453934731	2.78205235333153	2.78352583608712	3.38887552662682	2.81554533409817	2.43036962661178	2.41310175603556	2.53067639901314	3.10257875077868	2.13658438794542	2.83258640222181	2.23445676815466	2.51286069049828	3.41498455682307	2.45746235801781	3.78686896557205	3.50790680766687	3.84114411150364	2.03416677511501	2.71451546538416	2.25797521389175	3.20499619124795	2.7024418442653	3.07158139620244	2.5006938799997	3.64251590811374	4.34772553843119	3.53365564798115	3.33177220765702	3.17977526071652	2.52659641922805	2.58529986866532	3.2381927712368	3.11717953588912	2.82989037003203	2.42925129951955	2.53522257915969	2.81530861297883	2.75236787742896	4.93220189515158	3.17314170188957	2.82861884013663	4.21074606690267	3.98914942844017	3.85618366922257	4.33091407049471	4.5833728709135	4.81239480406583	4.21830158922463	3.03584252365935	4.49140345685838	3.94304612133114	4.05968885491304	4.58134653304957	4.04862340817027	4.14729163903344	5.27891551682896	4.28323113180715	4.68085708116926	2.82361739740098	5.52175190685304	5.17764341190249	3.68895609936603	3.88016261652216	4.30844520729104	2.53134742672862	3.23831825133143	5.14072045246324	3.49025317630947	4.60103502193597	4.17724125400772	4.39275748167685	3.87239128664006	3.48725563255496	4.79565093761285	3.93067585893991	3.09013073734348	3.52201972017782	3.38525328978953	3.26513373968439	4.31741429515577	3.59342369471828	4.06401781345284	4.6302757530433	4.87374896059276	4.99605984151682	2.82358312624742	3.35971718558232	3.6336147492595	3.94472155716682	4.77689034428056	4.34371782993735	3.37043014549789	3.22706823129148	3.85657298382357	4.72797699146544
FGR|ENSG00000000938	4.85766425839856	5.18991481480949	3.88826683383333	3.31450502044368	4.81942363486104	4.43620562574401	4.5551301253515	3.96916671912056	4.8104004437761	4.38695271091413	3.97159946828753	5.21691178674797	4.55872257189884	4.4399740997093	5.73178984499894	4.93699483153813	4.08137418443362	4.23534369577005	4.49686722195084	5.02546292279515	4.97936411464238	3.89995644138981	4.6602980364657	4.6183250243015	3.95975420625017	4.33591270582075	6.19410197830315	5.8324312288644	4.53229736805573	4.46940797219537	5.24258329628233	4.23475499914687	4.91228955031162	3.7473570227604	4.05851496435467	4.16388082428882	5.63510631475378	4.97390606449366	4.57872788016353	4.32111806028385	4.33040598001793	3.75329369971389	6.31516381783561	4.48232850835641	4.26399691951103	5.17173238582906	3.55750962871016	3.85835442883936	4.89497995189899	4.25335341141981	4.15294611027174	4.31116941461808	4.29320492235911	4.56189814248432	4.79099465047893	4.65396675771719	4.68215226225614	3.13435127159685	3.22218494478938	1.98933578212696	3.60963308055084	0.553332573988217	3.22414647265097	3.41418064877021	1.85557956838422	2.66203130722565	3.42805184429862	0.937420693088172	3.93822713459797	3.44088858375117	2.42597751356975	2.71143321802602	3.08701972446033	2.38764654762399	2.89699418987554	2.30514174647678	2.60219050963574	4.21268248584958	0.733366442282182	2.60820841317962	3.62628778009537	1.18937575700829	1.71694463732768	4.84035098544188	3.13669419356109	2.77307197784105	2.63656379147778	3.71764925313317	4.12009587165589	2.66276117058338	3.00401054179926	2.83889311182021	2.70624749641924	3.01327426746617	1.91581197100453	0.999919654813178	1.40078736513474	2.09407446058	2.28891085275284	2.00866842165751	3.2912386898714	2.28093709338053	2.6325107683614	1.83288354568883	2.31053351812668	2.89004282390884	3.06348547562099	2.53058760101444	2.30217243938579	3.430062668194	3.21823816443666	3.99071133152203	2.53222082360588	2.94207469562196
GCLC|ENSG00000001084	2.12189514729188	1.44191702752379	1.83133091221988	2.43161857005224	1.74000710196215	1.89657886362298	1.63120078244658	1.80606058211266	1.71071199961374	1.73902371139635	1.60758548195191	2.19138951517352	2.0822949710496	1.49401803279174	1.82463170262007	1.80344217842891	1.59046090939141	1.5825013803897	2.13358961087169	2.22809382522568	1.70393526919925	1.91448240306602	1.81984143395484	1.4578993000052	1.22105724208947	1.76903507519513	2.66372816527118	1.73826639379535	1.61010497872774	1.69429575529472	2.34124745552252	2.20095723505827	1.92820661650245	1.91162128420059	2.19636144755666	2.70588082985938	1.59017258193542	1.9947217187573	1.55404545214803	1.89534931283651	1.7833270444726	1.76773082168274	2.60622427708089	2.5054794146176	2.71358975980517	2.48868564996901	1.77342391756114	1.61405136016729	1.53239833647475	1.57589029438576	2.05328093645649	1.80918893535291	1.89770060647445	1.22418693268517	1.64196657091541	2.00560006707868	2.19429912620876	2.06502147424986	5.14593651534066	3.24810807231579	3.21373592768534	2.82272000673541	1.51023773553143	6.9864114807454	5.90129919022976	1.57504236072699	3.0293747205301	2.90746844390223	1.56511614738275	2.458472639499	1.52946644503742	4.08397596740617	3.10293816265841	0.885790952063663	2.93886825128582	3.10557489207533	6.80104272664624	3.64543584946133	2.98874691430813	2.70253949285397	1.96712406616315	5.91015488288795	2.23828710110567	1.78344444823267	3.7243347813833	2.21269867737731	3.58572670142842	3.34758603918236	4.38319422938742	5.46001888366541	2.84283228009596	1.31697981069159	2.23143080934128	3.10146328242837	3.43957867945987	5.37348609800554	3.42451023447818	1.92944171695884	4.86763611759126	3.41838929887444	2.42098731466976	0.831269384041696	2.66695898544333	2.62990666359628	6.82530504941549	3.66691400217129	3.39802065002246	1.31480583662068	3.64448500759872	2.19035456823015	4.18932056177087	1.78993175257858	5.78376713202232	3.08484121916289
CFTR|ENSG00000001626	2.18857101207893	2.99266404617231	2.31136295210662	1.64488081946054	2.17366385144146	2.82299273416024	3.26909630030847	2.52806288768248	3.71977825345866	3.24553677987019	1.98366151198276	2.75102343377893	2.9276081725748	3.33782199596427	2.77059576889317	2.0055305054593	2.40935614821168	2.38089427815102	2.09065253043154	2.42752635317843	2.37416624292965	2.13106481541523	2.22980752566193	3.59770739107451	3.7003392921953	1.89062764008268	2.00241442114954	2.52199333140312	2.58709680732492	2.78717041181057	3.02086670084862	1.55408563923003	3.11897426714949	2.44249907416854	2.12555451830007	2.19382039518823	2.01051807320007	4.1431860694129	2.38208956351608	2.70772346461932	2.15238602024034	1.30768498155598	1.78638429009716	2.36450849063188	1.79483654943449	3.17151674285411	1.75354103999572	2.2877501600441	1.96183547441723	2.46804945550158	1.85672734432935	2.07310950916756	1.88013546294311	2.56327053420849	2.46692601711258	3.47305435109173	3.4594120651592	1.61923555264094	0.0404988948741456	1.70126001361784	0.764345505985996	0.91697609906961	2.9269375919372	0.0331301823812165	1.96842831471331	0.46575511338642	1.5916737638529	3.30177891412283	0.504889263382795	3.41355012344571	2.63303340173685	1.05869511805499	1.3302834703326	0.143414851054774	1.22798562713772	0.445281883166951	0.566633409053422	2.31293326045386	0.00838988039848456	1.59607548839219	2.84391015772296	0.0262009203103696	0.431071437343448	3.01657110707254	0.31748600486981	3.86705899614381	1.24455588233541	1.53380073574341	0.326870187603924	1.00255543826095	1.48036675052316	0.183581442750817	2.1623050507988	0.45125793755639	0.188755883174668	0.157086553733837	1.82189176039951	0.225095289617388	2.44103161540333	0.0412760710404076	0.349908714621375	1.11446796893817	2.75432090170785	1.31618906631376	1.30654960822627	0.699674024068436	0.935089369869788	3.07606617254733	2.23653569458241	1.14874354478843	3.31694706654649	1.62666492742182	2.3591563398224	0.821435563996708
AOC1|ENSG00000002726	0.71228424973635	0.689841742250407	0.28829505018812	0.975132364550184	0.25020929204843	0.36089617359698	0.217327018185968	0.492863802637961	0.679639136796092	0.931112510225831	0.164273935336086	0.302608737078541	0.221955411811167	0.864823522616428	0.374630618469722	0.226009130969007	0.308957427599308	0.395449762798651	0.427444036269305	0.235929942060092	0.216418467283056	0.177812413754923	0.49226337944935	0.277824434407449	0.202021679401254	0.196319859175688	0.539276205502691	0.923803747040725	0.499797552836857	0.018054133623453	0.496855834919783	0.221425644242504	0.330218488580694	0.247236933847018	0.693210372313388	0.298582399379873	0.141838169700374	0.246091183353224	0.117815889204437	0.206312996632142	0.131947825819052	0.473486914235783	1.10162561989359	0.325356131733208	0.189813498118298	0.862861110496845	0.0594071032389487	0.132802641540751	0.316776892839678	0.15512496512711	0.340925079798281	0.162314269457317	0.417353804411471	0.23237627531682	1.01387566769911	0.46393261435137	0.657602699383603	5.47130537369779	6.33783166302318	4.62608056958602	0.600930327090319	2.46921560991929	4.09559001831188	1.08327871022206	3.63773638271596	4.02253022817566	4.11867968694177	5.9899560623457	0.436291299051134	3.35752144374305	5.89837221748539	0.147083645349056	0.75938729589054	3.8774511820187	3.0324017327951	4.42708331607805	0.128161550805862	0.837264581091744	0.0370029661574148	4.41812891082948	5.36221653868684	2.3249397120247	1.41591128009873	0.980632069455807	3.38518676114368	2.1106391598246	0.106301936752176	2.84364409448381	1.1000511863579	1.12942392125749	2.72771778794849	0.653206541481395	1.0881088396855	0.778778147306477	0.465200541145432	0.198510924973916	0.773071576842279	0.546469487147257	5.05693996912949	0.24788386769631	0.294088768503447	3.33617098033082	0.988428543561312	3.31275565435277	0.186995692695087	1.7972810320628	1.21432771115932	2.44611304969987	3.41615189254119	1.52892720623066	0.241762389357119	1.61047494823003	0.302834235690518	0.456105561599206
DBNDD1|ENSG00000003249	1.51698329720507	1.10964147325111	1.70622507307453	2.08452407686208	1.78289802423717	1.65370802439125	1.02382425631737	1.67367958199326	1.35111240152186	1.46523221989368	1.45755882386726	1.30249101482142	1.13005624505177	1.30390758361905	1.00687657912486	1.23766013948463	2.17262671382789	1.24570693666432	1.83550356718529	1.06621537862318	1.05788444080821	2.1621477369445	1.10738840309759	1.47040943775508	1.10549309211755	1.35398838620379	1.05397476357265	1.4735701341206	1.64619651389558	1.032323449167	1.26759713469282	1.53031583243553	1.21030139565757	1.60364141048303	1.03072076959672	1.4069354872321	1.75913258605065	1.14787697266983	1.77412040554116	1.40427539980819	1.49466412349818	1.78296950035517	1.35296812708235	1.17757621950905	1.59465604111157	1.18339980814008	1.16443302408003	1.23251520470608	1.49055852976062	1.12292267028669	1.60464814958378	1.15507361605888	1.87230335842386	1.41499171833668	1.69482407251938	1.06241480020043	0.785147905418676	2.32026954873405	3.11139159382519	3.07677902873169	2.35860733033911	3.21519379655132	2.66045309425957	1.7369134105331	2.98408685268161	3.27838534517608	2.25131575417947	1.59287494566539	3.54057618554181	1.63339837163406	2.77611892227578	2.83897073211117	2.90508928792682	3.95935718968007	3.45374531115212	3.2270869664491	3.10646177389577	2.68791316101158	4.98564086442631	2.38890100741529	2.27587949921457	4.50451426070034	3.26254563222005	1.73579426046422	1.89827765058358	1.80257435077328	2.86114904047467	2.13676316294931	2.9207018807816	3.38027413827425	3.08161064355791	4.00978595302256	2.010466539522	2.39690412177462	3.71073695509459	2.58665346048264	2.91684990087416	2.5964159080415	3.16561051237706	4.79399698970015	2.18139917324441	2.79054989548252	3.73215736153966	4.05991973650483	2.25280995706951	3.57465638124844	2.24563820426433	2.51359212946121	3.75418580121369	2.62248092556056	0.800170665857842	1.36464452030199	2.99406864734071	3.40833325409493
HSPB6|ENSG00000004776	5.52327799293274	4.19655013714281	4.11856832842837	4.56974137691324	4.49929037546534	4.5954542084899	4.81202354614915	3.8210732524457	3.68136386858862	4.01635741820821	5.02012168639433	5.3052361776001	4.61980058906668	3.21067629593983	5.12814929621884	4.2318006901375	5.18878434308287	4.729257226776	4.46010829090276	3.97366688628247	4.28277385572	4.41621535946318	4.75597513282321	3.9802110212825	4.43186164424464	5.04646789365128	4.30043303363317	4.48354253271974	4.82884781445203	3.68133509042076	3.2776114944986	4.52026490743956	4.07989363184287	4.13409351669607	3.19333056731448	5.42414010126052	4.3249309489283	3.30880818908756	4.7115098644898	3.59101979921772	4.76632783792486	5.63395070711348	3.48476421355312	4.38700703276584	4.56491423682612	4.32792836971659	4.29337410449067	5.03004555292066	4.14788521528519	5.21011099216887	4.84818204064454	4.07402087711817	5.29195242821199	5.71439414208956	5.36893832472128	3.89508851903387	3.54511395089621	2.46180430932546	0.768965726556414	1.02608937487761	2.15972788986344	1.21123564300512	2.01870298715009	1.06453589177671	2.39204915129142	0.937636253835905	3.50372508641924	0.132120953215399	1.59284234588441	2.35890662703123	3.25724310764578	2.30931606415241	4.34611140179715	1.70672323707075	2.64357526798871	1.65354037693232	1.72707934281506	2.80676464566137	0.439120552266846	3.38461097009827	1.99185961755614	2.74157272757016	1.73038002841887	4.18970288548995	0.165750091618149	2.15758716423822	2.39097493952349	1.9476734995584	2.43349272007108	1.38951002768821	1.68268395548963	2.75658166944871	6.82076678798444	2.40973712995806	1.62014465984964	1.86309512908939	1.94274888509438	2.03031935364546	2.7218878178964	3.39863905417289	1.57558986653909	2.07994634219415	2.78581298282556	2.53765791753921	2.05693378196451	1.34680973488622	2.12574959163219	1.39954160584282	1.81591285667633	2.99759152354438	0.288040434830321	2.23934885890598	1.53985867134261	1.05748602859686
PDK4|ENSG00000004799	5.58481877780381	3.49211629692844	4.54570779712967	3.37521049499687	5.36988359318902	5.80202231586653	5.38061689227873	5.50330347261358	4.94604979919649	4.23745472628416	5.59030551111334	7.3255357061992	7.85038763878026	4.5222497459047	5.50877972006835	6.66181833763031	5.93528567205232	4.96051131693175	5.1570771889148	7.54982709065821	5.17485189795469	4.66319594190737	5.51163035401763	5.27798177570188	4.01523077470766	5.7621636073622	4.45177629349347	5.29817766981646	4.54832520010582	6.03509400720017	5.67002204381928	6.7932704485142	5.69778892360986	5.72794884353618	4.43378202296001	6.35772405821801	6.48160357409781	5.34876364779922	5.77248908247842	7.49705574752856	6.14580145809197	4.55754889216272	4.61712185231027	5.21397944149461	5.81373674965961	4.90854609460455	6.42028438664406	5.06847204716074	6.0322957068032	5.21895421714783	5.19674675003533	4.95722506020996	4.16520121555122	6.16466631760606	4.82712324075831	5.78910755082939	4.87856881696592	3.3145527098608	1.75458958390857	3.15369203000266	2.15159270615171	2.63259822631959	5.08831356160703	1.72898360892257	3.70307321075115	1.41990679609578	3.18178669770828	3.44431927536217	3.69357548455025	5.1448151454051	3.1469176903775	2.72625350470888	5.61113793322852	1.12036440029247	3.04706411895466	1.65840007462733	4.55258990447523	4.06014311431155	2.60717723369948	3.72369862988741	2.53297909716263	1.3431679093592	4.43941066208337	4.39170968663506	2.47159299672554	2.74326462220065	1.89995104848442	3.13279426420097	4.21965565456054	4.51361786861299	3.23918559363413	0.967695531631621	5.60122154961651	4.79996439643839	1.28928614735643	2.3997044551601	4.8224477660597	1.97181979647607	2.46951848569533	2.73704377217627	1.87502089302953	3.57918744020067	2.37632860390985	2.38085851564968	1.87403934286993	4.23038237270336	2.49593907796126	3.33263369207697	2.51023903722419	2.12735833333334	5.18788268029707	3.44478979118421	4.30177796569676	2.42226394211171
ZMYND10|ENSG00000004838	3.57701192579007	1.94174561862066	4.06024006838703	5.98984006543075	2.50782532957622	4.29345150392015	3.38991992885618	4.29874099966323	0.921352103535443	2.49020599423634	0.677922191274304	3.24024143705048	1.82595997898432	3.43827060187319	3.20697788998187	1.59555679122817	1.69227030010178	3.38533200673084	3.92390590205206	1.77440010889271	2.04703898942663	4.74632969851322	1.09861431526841	0.439607985236339	0.730762308551062	1.61743748598091	4.0615258329844	0.502012144468757	3.40824855424751	0.431183342186272	1.66321433376238	4.63861894339975	1.31384246499399	5.02590984155861	3.53208881436185	4.95573928948808	0.295612575499148	2.51021633999488	0.550752849580829	3.03441901989419	2.54147261684105	3.22837138945955	3.0755794798916	4.77410270522075	5.45525653749207	3.48409150536802	2.16407997167695	0.566654287038843	2.44262122358874	0.920908398776534	3.47650680227384	3.09214581124679	1.40555906752608	0.533530580958944	2.50617234375856	1.48560867029463	1.94701027680377	0.87596910718206	1.0781756678458	1.74655607943109	2.32158539826121	0.703943956152736	0.24411023535387	0.222260073368526	0.673683726525285	0.509977535937242	1.83056309124563	0.433117098799806	1.34621951987917	0.73885015250581	2.87221810355552	0.343392954852816	4.63915060801606	0.825953327401461	0.50987663001125	1.73621955682993	0.366777710548537	0.755718958230362	0.881716630105739	1.59228097445852	0.492553992224777	0.196615766705896	0.188511691870046	0.768785885580557	0.495333796677087	3.8928734267951	0.236694621565687	0.381445865834764	1.53147139736184	0.0752219220056564	0.924406086531295	1.44072197247974	5.68958873398486	1.19889929753856	0.178850875203487	0.906012657505268	0.492880109886502	1.44383023821732	1.34170743518302	0.967704553716278	1.1098693022165	0.331704735497293	4.07686007051131	0.911398539115646	0.178879607340863	0.687809981968041	1.83480626817312	0.271894409734223	0.342794928689195	2.1191968133901	0.379150361489332	0.3664497420562	0.462162862806753	1.46283002564031
SLC25A13|ENSG00000004864	2.43494662657173	2.44634188755527	2.24713079049092	2.48574722472141	2.35026414422763	2.2879324206236	2.31205526245162	2.55630757851398	2.41452427595366	2.41928075030116	2.44584411864207	2.48912479604366	2.73317905169257	2.58736279713335	2.31525031249702	2.64386015614189	2.70723534909829	2.37002896543124	2.44803852094345	2.23986815614778	2.61089540179115	2.32765369288163	2.35603129098964	2.43106438306767	2.61908532358448	2.55197877296408	2.63163298456036	2.75843546270092	2.32751495292627	2.36918723145324	2.39811395878299	2.5507775246641	2.57745629131234	2.16198401671931	2.2371359541594	2.24816843324209	2.32585982030685	2.77258118631027	2.15458613080243	2.82201913025181	2.36706513878636	2.54617720299048	2.84277823290174	2.54886985081189	2.57838860504031	2.64001518431974	2.09469235850141	2.71994167663789	2.42479349472963	2.42575671843511	2.85642664390587	2.91217713570319	2.64522200315733	2.16181615891835	2.23867706199452	2.42874299253348	2.55147974604689	2.67464341286697	4.15353934908467	3.17888750511777	4.07260628938983	3.09510861148766	3.67412969098563	3.80654261982611	3.13659034476708	2.76164110983627	3.26825551486844	4.17382879610587	3.91533246559045	3.45601001114258	2.95617749745642	3.63452903416701	3.56450076036138	2.78610520286663	3.74525725874133	3.36276070288626	3.8619274114096	3.93804845543774	4.66395061604064	3.00706385747516	2.9817727777341	4.25961414565208	2.94244295926626	2.89379549118634	3.53316277325563	3.67417807415478	3.42112358542224	3.35981269661337	2.90689852738747	3.2496925083235	4.14000210515248	3.03956679958804	2.91457197278846	3.18814009872058	3.9923641485408	3.54241024345284	3.39102965021311	3.63223246459642	3.01572588520253	3.72171471200859	3.70978660014125	3.39891182004344	3.20597786713154	3.80621255405981	3.93209013796644	4.01914195483895	3.44874839908032	3.81621296977693	4.4773828399181	2.25827747371967	4.84350991571492	2.60879572795121	3.6389663657055	3.43789194753497
